min_y,min_x,max_y,max_x
3925,8645,3954,8674
11883,15544,11912,15573
2692,10585,2721,10614
7341,9370,7370,9399
14250,11173,14279,11202
11896,7444,11925,7473
9624,4161,9653,4187
3274,3690,3303,3719
14967,16076,14996,16105
14005,15018,14034,15047
7528,8342,7557,8371
2453,6449,2482,6478
366,9442,395,9471
10003,2381,10032,2410
15702,12009,15731,12038
8255,8912,8284,8941
3016,2526,3044,2546
3162,4619,3191,4648
13443,10751,13472,10780
13024,3683,13053,3712
7498,2418,7527,2447
10465,13221,10494,13250
12855,12597,12884,12626
11484,11703,11513,11732
5278,7960,5307,7989
1319,530,1348,559
2949,409,2978,438
2646,3936,2675,3965
7743,12977,7772,13006
8450,6739,8479,6768
10776,10555,10805,10584
1584,5332,1613,5361
11538,4869,11567,4898
16179,4908,16208,4937
16136,594,16165,623
10730,4896,10759,4925
5254,5337,5283,5366
15719,14150,15748,14179
13089,3717,13118,3746
1692,13291,1721,13320
10387,16017,10416,16046
1632,3565,1661,3594
6508,3407,6537,3436
11320,4932,11349,4961
6671,15912,6700,15941
3169,3406,3198,3435
11531,5064,11560,5093
1323,4842,1352,4871
13964,6815,13993,6844
4545,2007,4574,2036
14971,5001,15000,5030
2060,2693,2089,2722
692,10792,721,10821
10204,9326,10233,9355
2706,4193,2735,4222
11274,15283,11303,15312
6937,10089,6966,10118
2590,13321,2619,13350
11237,14022,11266,14051
13635,6082,13664,6111
990,12257,1019,12286
2552,4638,2581,4667
3047,16204,3076,16233
1410,14536,1439,14565
15567,3175,15596,3204
14097,15877,14126,15906
8534,13113,8563,13142
7681,7884,7710,7913
11383,12588,11412,12617
9449,16106,9478,16135
5861,11561,5890,11590
8387,16241,8416,16270
11235,15572,11264,15601
2758,12973,2787,13002
7624,2791,7653,2820
6327,12145,6356,12174
2004,3279,2033,3308
12813,15652,12842,15681
12935,14249,12964,14278
1602,5492,1631,5521
10893,7710,10922,7739
15262,6083,15291,6112
306,4692,335,4721
13488,15416,13517,15445
5211,2566,5240,2595
14746,10551,14775,10580
6461,3536,6490,3565
9290,4743,9319,4772
852,7048,881,7077
3732,7592,3761,7621
11284,11966,11313,11995
13766,4951,13795,4980
1725,3487,1754,3516
353,10542,382,10571
6186,3093,6215,3122
1517,7456,1546,7485
5633,5454,5662,5483
2663,9926,2692,9955
5315,8552,5344,8581
5420,6351,5449,6380
7263,16027,7292,16056
15886,5122,15915,5151
15499,4513,15528,4542
4792,13871,4821,13900
14873,12293,14902,12322
14301,14793,14330,14822
13826,12077,13855,12106
13700,16317,13729,16346
7009,13580,7038,13609
10450,11478,10479,11507
5388,747,5417,776
15823,13004,15852,13033
15898,5881,15927,5910
9647,15309,9676,15338
4526,8084,4555,8113
1571,10431,1600,10460
15102,1096,15131,1125
285,9085,314,9114
15882,9840,15911,9869
14701,5562,14730,5591
13203,14628,13232,14657
6192,9231,6221,9260
9629,4170,9658,4199
7794,3399,7823,3428
6895,16314,6924,16343
10753,14018,10782,14047
8113,3514,8142,3543
5972,12893,6001,12922
3061,720,3090,749
16126,3252,16155,3281
13169,10382,13198,10411
10754,3585,10783,3614
3179,15319,3208,15348
7644,14901,7673,14930
8341,36,8370,65
6567,2648,6596,2677
9292,11844,9321,11873
14949,948,14978,977
1930,15456,1959,15485
9744,13454,9773,13483
2438,2301,2467,2330
10951,10158,10980,10187
11112,4557,11141,4586
5638,14145,5667,14174
1694,11462,1723,11491
4673,6007,4702,6036
2574,8778,2603,8807
2809,11923,2838,11952
12270,5112,12299,5141
6388,5886,6417,5915
14725,11644,14754,11673
8144,2472,8173,2501
5666,3888,5695,3917
2587,3400,2616,3429
14210,482,14239,511
2446,2206,2475,2235
14949,14218,14978,14247
427,15187,456,15216
10854,6805,10883,6834
8672,16018,8701,16047
3700,12296,3729,12325
8537,12471,8566,12500
16217,14036,16246,14065
14406,8240,14435,8269
14640,3205,14669,3234
4235,7233,4264,7262
1558,3735,1587,3764
3287,6743,3316,6772
12215,13666,12244,13695
13319,8355,13348,8384
3653,12706,3682,12735
15068,8183,15097,8212
11896,16013,11925,16042
1267,7509,1296,7538
12196,7633,12225,7662
15495,10803,15524,10832
15170,15197,15199,15226
9947,12375,9976,12404
14927,9567,14956,9596
9447,3545,9476,3574
2284,3875,2313,3904
14808,15392,14837,15421
4949,1219,4978,1248
2235,7984,2264,8013
5622,1254,5651,1283
8962,590,8991,619
9822,9032,9851,9061
7452,11756,7481,11785
1811,2751,1840,2780
239,1926,268,1955
8427,8401,8456,8430
2047,12379,2076,12408
15982,10979,16011,11008
5118,13267,5147,13296
6442,669,6471,698
7839,2364,7868,2393
7839,1208,7868,1237
6645,8370,6674,8399
1848,8757,1877,8786
13673,9231,13702,9260
11586,1174,11615,1203
10704,3576,10733,3605
4184,15627,4213,15656
12575,12867,12604,12896
13577,6074,13606,6103
888,1853,917,1882
9538,15435,9567,15464
11321,6370,11350,6399
16211,3576,16240,3605
3113,12030,3142,12059
4594,12757,4623,12786
7734,7486,7763,7515
5974,10698,6003,10727
7377,1618,7406,1647
4611,2171,4640,2200
6227,11630,6256,11659
15580,11722,15609,11751
6705,6418,6734,6447
12621,7827,12650,7856
15547,13671,15576,13700
2716,3542,2745,3571
3941,12516,3970,12545
6118,14099,6147,14128
7038,4747,7067,4776
11188,1300,11217,1329
9418,8929,9447,8958
15064,3973,15093,4002
2975,12900,3004,12929
15068,14442,15097,14471
12307,11478,12336,11507
13498,13184,13527,13213
7683,2954,7712,2983
2285,7617,2314,7646
16276,10385,16305,10414
2650,1259,2679,1288
649,4033,678,4062
1066,9950,1095,9979
2677,11666,2706,11695
12956,11160,12985,11189
12252,12757,12281,12786
13671,3952,13700,3981
14632,6358,14661,6387
14673,6822,14702,6851
7991,1821,8020,1850
6527,15827,6556,15856
15491,9843,15520,9872
6312,9491,6341,9520
14099,2782,14128,2811
8217,12538,8246,12567
12643,7459,12672,7488
8186,14569,8215,14598
11183,774,11212,803
9209,13528,9238,13557
2616,11864,2645,11893
15839,6084,15868,6113
14146,13582,14175,13611
6505,11408,6534,11437
10681,15969,10710,15998
14628,4107,14657,4136
15955,14242,15984,14271
14861,6155,14890,6184
5478,7954,5507,7983
6474,8044,6503,8073
16022,7424,16051,7453
7943,659,7972,688
14743,10781,14772,10810
3549,8625,3578,8654
13275,8890,13304,8919
1374,8324,1403,8353
9647,1727,9676,1756
1042,2947,1071,2976
3050,9482,3079,9511
1361,6281,1390,6310
4548,3941,4577,3970
12329,10792,12358,10821
378,5680,407,5709
104,10311,133,10340
12007,8806,12036,8835
14982,9600,15011,9629
327,16274,356,16303
13819,9273,13848,9302
6666,7802,6695,7831
8327,5655,8356,5684
7870,15758,7899,15787
3848,6990,3877,7019
10287,11108,10316,11137
7885,13387,7914,13416
13803,5958,13832,5987
1725,6739,1754,6768
9799,12335,9828,12364
12186,3622,12215,3651
9739,14526,9768,14555
6110,5264,6139,5293
9787,1707,9816,1736
7490,1406,7519,1435
12854,12835,12883,12864
4675,7607,4704,7636
15816,13546,15845,13575
7982,946,8011,975
12765,6028,12794,6057
7488,2686,7517,2715
205,14720,234,14749
4967,9415,4996,9444
8583,7877,8612,7906
10042,12793,10071,12822
15588,3706,15617,3735
1730,7379,1759,7408
11507,5918,11536,5947
6800,718,6829,747
4868,15475,4897,15504
11990,14868,12019,14897
14536,16002,14565,16031
5904,8849,5933,8878
6426,866,6455,895
2821,16325,2850,16354
7807,3995,7836,4024
13162,6155,13191,6184
9978,3609,10007,3638
11036,4252,11065,4281
12361,1021,12390,1050
11472,12973,11501,13002
12007,3239,12036,3268
10366,4198,10395,4227
11275,5687,11304,5716
15619,6594,15648,6623
8778,6860,8807,6889
9781,10099,9810,10128
14729,15503,14758,15532
2496,15629,2525,15658
15739,14237,15768,14266
12475,12166,12504,12195
10060,11519,10089,11548
10985,11821,11014,11850
13421,11717,13450,11746
1427,9028,1456,9057
14514,7118,14543,7147
13193,11409,13222,11438
16220,1051,16249,1080
15269,14053,15298,14082
9094,13366,9123,13395
12079,2704,12108,2733
3178,6604,3207,6633
6285,10118,6314,10147
8697,11045,8726,11074
13966,5583,13995,5612
10492,912,10521,941
2803,12666,2832,12695
3608,14729,3637,14758
4235,4782,4264,4811
13323,7647,13352,7676
742,12021,771,12050
2614,3495,2643,3524
7531,10331,7560,10360
8248,10615,8277,10644
2426,15644,2455,15673
10334,16191,10363,16220
13269,5614,13298,5643
12763,1980,12792,2009
5968,6456,5997,6485
7951,9778,7980,9807
5426,14447,5455,14476
14808,9601,14837,9630
4882,11380,4911,11409
5279,15974,5308,16003
5604,2836,5633,2865
246,15315,275,15344
11730,16274,11759,16303
11042,2192,11071,2221
13011,9280,13040,9309
856,4108,885,4137
15216,14362,15245,14391
16316,7705,16345,7734
7330,1763,7359,1792
11268,5359,11297,5388
13227,12584,13256,12613
542,653,571,682
4332,8937,4361,8966
10333,11340,10362,11369
4027,3335,4056,3364
11665,9129,11694,9158
410,10193,439,10222
12712,13168,12741,13197
9891,4104,9920,4133
15957,15688,15986,15717
12201,681,12230,710
14976,1441,15005,1470
11977,14933,12006,14962
3938,4586,3967,4615
13564,2549,13593,2578
263,4384,292,4413
3500,6140,3529,6169
7529,13517,7558,13546
1184,8870,1213,8899
4550,3392,4579,3421
12695,6956,12724,6985
7245,13231,7274,13260
11629,8869,11658,8898
2305,15109,2334,15138
1130,13334,1159,13363
12177,7142,12206,7171
16261,3036,16290,3065
6057,13660,6086,13689
15806,4914,15835,4943
13737,1708,13766,1737
11397,15572,11426,15601
7046,5484,7075,5513
4601,9892,4630,9921
15668,8667,15697,8696
6991,13275,7020,13304
7651,4937,7680,4966
7575,5633,7604,5662
8173,9440,8202,9469
1568,13533,1597,13562
5554,10611,5583,10640
3102,13564,3131,13593
236,13722,265,13751
13451,4307,13480,4336
15590,1582,15619,1611
6446,8415,6475,8444
15303,11921,15332,11950
10387,8769,10416,8798
14685,2319,14714,2348
10402,3631,10431,3660
16262,8986,16291,9015
1006,3849,1035,3878
12768,14763,12797,14792
473,13475,502,13504
6134,15884,6163,15913
4090,13183,4119,13212
11092,756,11121,785
8816,16176,8845,16205
4149,2653,4178,2682
8945,7921,8974,7950
12655,14061,12684,14090
7380,11718,7409,11747
3868,5388,3897,5417
14465,1122,14494,1151
14394,15737,14423,15766
6419,11815,6448,11844
3579,13458,3608,13487
13846,11709,13875,11738
3200,9758,3229,9787
1101,1897,1130,1926
613,6561,642,6590
5925,7507,5954,7536
8338,4609,8367,4638
2397,15782,2426,15811
10169,7807,10198,7836
11323,4537,11352,4566
8700,15123,8729,15152
6348,2163,6377,2192
9203,14617,9232,14646
9018,7302,9047,7331
15111,8512,15140,8541
4760,668,4789,697
3269,13834,3298,13863
16013,5614,16042,5643
6315,6993,6344,7022
12793,4991,12822,5020
15968,5363,15997,5392
14934,15814,14963,15843
8741,14550,8770,14579
2353,7084,2382,7113
10480,3791,10509,3820
14701,11060,14730,11089
12648,13389,12677,13418
8458,2209,8487,2238
9071,1420,9100,1449
1536,12106,1565,12135
1164,7454,1193,7483
11562,15279,11591,15308
14841,6037,14870,6066
12053,6212,12082,6241
4832,13541,4861,13570
5817,15521,5846,15550
11399,228,11428,257
14877,1841,14906,1870
491,5868,520,5897
2093,8807,2122,8836
12192,7840,12221,7869
7001,2561,7030,2590
10552,5178,10581,5207
4517,5124,4546,5153
1659,8595,1688,8624
5073,13610,5102,13639
13294,567,13323,596
3296,7337,3325,7366
11874,7411,11903,7440
1688,5618,1717,5647
5291,15818,5320,15847
12639,4306,12668,4335
10189,16188,10218,16217
14661,8618,14690,8647
11533,6782,11562,6811
732,1935,761,1964
14901,15475,14930,15504
3900,15086,3929,15115
13005,4165,13034,4194
15284,6722,15313,6751
2273,14487,2302,14516
5586,8859,5615,8888
5479,2246,5508,2275
3647,6040,3676,6069
8208,14407,8237,14436
3299,9919,3328,9948
5890,9818,5919,9847
14343,16182,14372,16211
15469,9727,15498,9756
4673,11470,4702,11499
1500,14616,1529,14645
4452,16282,4481,16311
8511,11020,8540,11049
7441,5310,7470,5339
2970,10751,2999,10780
10058,1879,10087,1908
13811,500,13840,529
1078,3765,1107,3794
12272,7093,12301,7122
6834,318,6863,347
12678,8508,12707,8537
10930,15255,10959,15284
1442,14809,1471,14838
825,12872,854,12901
1329,10853,1358,10882
302,9360,331,9389
11254,4294,11283,4323
1726,5062,1755,5091
10431,4136,10460,4165
3458,7323,3487,7352
8118,519,8147,548
3145,11793,3174,11822
3804,7743,3833,7772
2764,13510,2793,13539
5167,8913,5196,8942
10322,13323,10351,13352
15173,9047,15202,9076
14318,12654,14347,12683
7864,8338,7893,8367
10530,6174,10559,6203
723,10083,752,10112
9860,1820,9889,1849
6739,5610,6768,5639
8524,15833,8553,15862
4398,6137,4427,6166
5785,7444,5814,7473
15240,5289,15269,5318
303,715,332,744
9685,13447,9714,13476
288,4886,317,4915
8359,15277,8388,15306
14505,10645,14534,10674
12678,14610,12707,14639
8221,11230,8250,11259
11969,6130,11998,6159
5568,6899,5597,6928
7189,13808,7218,13837
3134,5368,3163,5397
1090,1116,1119,1145
16061,13359,16090,13388
14358,2318,14387,2347
13009,5695,13038,5724
6811,11552,6840,11581
14398,5720,14427,5749
8858,11106,8887,11135
26,13752,55,13781
640,5827,669,5856
4728,13074,4757,13103
3954,2935,3983,2964
1372,10911,1401,10940
12981,3005,13010,3034
4348,1542,4377,1571
14120,4679,14149,4708
1811,6677,1840,6706
2962,10474,2991,10503
7678,1345,7707,1374
4872,10187,4901,10216
6405,15192,6434,15221
6041,3716,6070,3745
15857,6825,15886,6854
15134,9595,15163,9624
11445,8257,11474,8286
8181,3964,8210,3993
980,13233,1009,13262
8161,1506,8190,1535
6122,1445,6151,1474
10997,5263,11026,5292
2471,6735,2500,6764
12753,6757,12782,6786
10085,12708,10114,12737
7533,1848,7562,1877
13319,3644,13348,3673
10489,3208,10518,3237
11381,1174,11410,1203
5212,9665,5241,9694
5664,6838,5693,6867
3168,13932,3197,13961
2590,11439,2619,11468
11472,10819,11501,10848
8122,9761,8151,9790
11947,12473,11976,12502
5349,610,5378,639
1760,6030,1789,6059
14463,11770,14492,11799
6476,10413,6505,10442
8306,15159,8335,15188
1768,1801,1797,1830
12606,14274,12635,14303
15132,8656,15161,8685
3209,2579,3238,2608
8727,16226,8756,16255
3342,9470,3371,9499
8953,14541,8982,14570
5981,15633,6010,15662
1233,14389,1262,14418
15517,15770,15546,15799
10232,3612,10261,3641
9686,2285,9715,2314
13326,6739,13355,6768
7437,14497,7466,14526
13154,15006,13183,15035
4418,9759,4447,9788
10282,4908,10311,4937
15398,5581,15427,5610
12979,15366,13008,15395
9955,13448,9984,13477
7176,8719,7205,8748
14900,12869,14929,12898
5281,13420,5310,13449
9254,10191,9283,10220
3367,7793,3396,7822
1930,13096,1959,13125
12312,9960,12341,9989
2419,13377,2448,13406
4218,9234,4247,9263
8762,4107,8791,4136
8034,9499,8063,9528
2273,4446,2302,4475
6242,15363,6271,15392
1595,7239,1624,7268
7676,14262,7705,14291
15939,13350,15968,13379
5301,4265,5330,4294
9126,2635,9155,2664
2096,7741,2125,7770
12389,14897,12418,14926
10754,7521,10783,7550
8682,10341,8711,10370
6267,3916,6296,3945
9818,9692,9847,9721
2382,11461,2411,11490
1992,4163,2021,4192
8949,12080,8978,12109
5097,13894,5126,13923
10603,4769,10632,4798
2906,390,2935,419
13142,1156,13171,1185
1170,128,1199,157
2697,3795,2726,3824
4979,9934,5008,9963
16134,15112,16163,15141
2942,15588,2971,15617
11697,7477,11726,7506
9161,929,9190,958
12060,14554,12089,14583
14066,8772,14095,8801
3374,8028,3403,8057
10508,1384,10537,1413
6356,14838,6385,14867
4777,15282,4806,15311
8725,15828,8754,15857
11461,9079,11490,9108
3855,15801,3884,15830
15204,8896,15233,8925
15587,5734,15616,5763
4940,8901,4969,8930
12069,15718,12098,15747
8344,11768,8373,11797
4809,6471,4838,6500
11912,10797,11941,10826
15480,9427,15509,9456
9796,6703,9825,6732
8013,7275,8042,7304
11604,9964,11633,9993
6771,6097,6800,6126
11985,11793,12014,11822
6572,16338,6601,16367
10019,8096,10048,8125
3227,7730,3256,7759
1300,5641,1329,5670
3275,10708,3304,10737
3190,10267,3219,10296
15853,544,15882,573
11678,10908,11707,10937
1602,10128,1631,10157
6142,10300,6171,10329
4890,4524,4919,4553
7211,10161,7240,10190
1516,9536,1545,9565
1243,7766,1272,7795
2037,7722,2066,7751
4085,4405,4114,4434
821,12457,850,12486
3791,14583,3820,14612
2902,12886,2931,12915
11842,9771,11871,9800
11867,8311,11896,8340
4664,3750,4693,3779
12392,3371,12421,3400
224,12456,253,12485
14338,5472,14367,5501
9298,4471,9327,4500
9214,8888,9243,8917
15695,3389,15724,3418
10559,9948,10588,9977
16026,1955,16055,1984
3872,9017,3901,9046
10860,11037,10889,11066
11779,6769,11808,6798
1548,11628,1577,11657
1440,7189,1469,7218
1185,8663,1214,8692
8392,11571,8421,11600
6069,6086,6098,6115
3548,7600,3577,7629
3234,4128,3263,4157
492,3631,521,3660
1338,6927,1367,6956
14678,4323,14707,4352
7446,9213,7475,9242
3824,7104,3853,7133
7952,14908,7981,14937
14679,13722,14708,13751
12193,14399,12222,14428
9398,6630,9427,6659
5079,15252,5108,15281
12446,10686,12475,10715
12124,14441,12153,14470
1635,14130,1664,14159
6298,727,6327,756
10905,4670,10934,4699
5632,6990,5661,7019
7697,8090,7726,8119
10310,14167,10339,14196
14497,2899,14526,2928
6752,2506,6781,2535
2178,14589,2207,14618
4174,6097,4203,6126
15185,14724,15214,14753
14421,3527,14450,3556
9056,4764,9085,4793
14514,3447,14543,3476
10504,12409,10533,12438
5263,2764,5292,2793
3514,12110,3543,12139
14907,10200,14936,10229
3524,8001,3553,8023
9407,4527,9436,4556
4693,5737,4722,5766
5914,2691,5943,2720
9086,8980,9115,9009
6427,13357,6456,13386
14268,6607,14297,6636
3039,242,3068,271
8725,1773,8754,1802
9965,8559,9994,8588
9198,12445,9227,12474
9671,3314,9700,3343
516,8060,545,8089
6914,15985,6943,16014
7173,4703,7202,4732
2120,5731,2149,5760
9656,3868,9685,3897
3538,10202,3567,10231
11435,3599,11464,3628
2306,14738,2335,14767
7648,3993,7677,4022
11558,14811,11587,14840
12139,12580,12168,12609
7855,2828,7884,2857
14912,11251,14941,11280
10048,4893,10077,4922
12850,13961,12879,13990
13640,15706,13669,15735
10574,10661,10603,10690
2220,5344,2249,5373
5483,13758,5512,13787
15198,3453,15227,3482
12333,976,12362,1005
7419,1952,7448,1981
8787,1312,8816,1341
7147,3002,7176,3031
11212,2790,11241,2819
5641,7603,5670,7632
7019,16273,7048,16302
1772,1038,1801,1067
15702,12115,15731,12144
5216,9778,5245,9807
6468,2000,6497,2029
14190,13176,14219,13205
10592,7454,10621,7483
11808,3261,11837,3290
2214,3386,2243,3415
246,5989,275,6018
15683,9490,15712,9519
12173,9414,12202,9443
12055,8709,12084,8738
15366,14272,15395,14301
7027,12553,7056,12582
3708,2234,3737,2263
13736,11730,13765,11759
11205,5865,11233,5894
12846,1924,12875,1953
6537,1011,6566,1040
11173,8298,11202,8327
11448,13452,11477,13481
12603,1834,12632,1863
1576,15766,1605,15795
6987,16177,7016,16206
3143,11834,3172,11863
7244,13612,7273,13641
5253,4728,5282,4757
3554,11489,3583,11518
9275,13261,9304,13290
5567,3326,5596,3355
1399,16218,1428,16247
16339,13793,16368,13822
15798,4465,15827,4494
12211,12962,12240,12991
14135,8494,14164,8523
12092,11618,12121,11647
14957,3887,14986,3916
1913,2252,1942,2281
13407,11473,13436,11502
15029,2310,15058,2339
8797,8232,8826,8261
9243,4722,9272,4751
7119,4056,7148,4085
2170,13785,2199,13814
5082,11057,5111,11086
5448,4411,5477,4440
12450,434,12479,463
2453,12848,2482,12877
13717,9035,13746,9064
13151,6471,13180,6500
465,1747,494,1776
6217,1570,6246,1599
399,1167,428,1196
10566,12353,10595,12382
3694,9268,3723,9297
835,2632,864,2661
2327,454,2356,483
3,3984,32,4013
9606,6148,9635,6177
4237,9279,4266,9308
7956,6011,7985,6040
11814,1346,11843,1375
5550,3649,5579,3678
181,9205,210,9234
9225,11915,9254,11944
13461,1364,13490,1393
1420,10747,1449,10776
15121,14143,15150,14172
2570,7964,2599,7993
13692,10885,13721,10914
8622,7743,8651,7772
12668,6577,12697,6606
14065,11456,14094,11485
14742,14564,14771,14593
2370,8268,2399,8297
1517,3967,1546,3996
8730,583,8759,612
4121,14645,4150,14674
9757,895,9786,924
13649,5795,13678,5824
16293,7098,16322,7127
3180,8819,3209,8848
6163,12326,6192,12355
334,11835,363,11864
12260,9122,12289,9151
15226,450,15255,479
1775,10133,1804,10162
3224,2883,3253,2912
7269,4160,7298,4189
11601,9006,11630,9035
12197,2109,12226,2138
2254,13343,2283,13372
9786,4983,9815,5012
11919,6896,11948,6925
4850,2176,4879,2205
3963,10212,3992,10241
13150,13596,13179,13625
13780,4493,13809,4522
8262,14115,8291,14144
7691,2510,7720,2539
7841,13747,7870,13776
15954,7695,15983,7724
10821,12871,10850,12900
5629,2129,5658,2158
9907,6002,9936,6031
6133,668,6162,697
1814,6075,1843,6104
5447,10940,5476,10969
564,408,593,437
15860,7499,15889,7528
10920,16241,10949,16270
5437,12286,5466,12315
7754,6416,7783,6445
1766,5007,1795,5036
5773,10156,5795,10185
15766,12900,15795,12929
11618,16253,11647,16282
15407,4261,15436,4290
9769,9352,9798,9381
16079,14403,16108,14432
4546,9046,4575,9075
1756,15668,1785,15697
13441,6902,13470,6931
8304,1795,8333,1824
12797,6493,12826,6522
2085,7906,2114,7935
174,15718,203,15747
14117,2161,14146,2190
4791,16141,4820,16170
6660,1150,6689,1179
12268,4616,12297,4645
5665,12760,5694,12789
10488,1224,10517,1253
11641,6258,11670,6287
13527,13839,13556,13868
6150,11736,6179,11765
15704,13530,15733,13559
14263,13840,14292,13869
9607,3419,9636,3448
5977,2673,6006,2702
3325,4243,3354,4272
14634,13391,14663,13420
1039,8638,1068,8667
4057,13825,4086,13854
15331,10486,15360,10515
4144,10432,4173,10461
7297,10091,7326,10120
7300,12001,7329,12030
12777,9501,12806,9530
10335,5158,10364,5187
15412,7402,15441,7431
10893,16351,10922,16380
10694,11781,10723,11810
7776,4734,7805,4763
8123,6286,8152,6315
5945,2680,5974,2709
9493,3149,9522,3178
6405,5294,6434,5323
11202,11780,11231,11809
10950,3680,10979,3709
2428,16346,2457,16375
208,15267,237,15296
16078,6640,16107,6669
11570,12179,11599,12208
14767,8139,14796,8168
9536,12550,9565,12579
11079,8278,11108,8307
14673,4580,14702,4609
5451,1151,5480,1180
3694,6553,3723,6582
2595,8273,2624,8302
13298,15916,13327,15945
4229,14179,4258,14208
405,2744,434,2773
15440,10373,15469,10402
4063,13552,4092,13581
9263,133,9292,162
10349,4151,10378,4180
6324,7046,6353,7075
1375,9322,1404,9351
405,6781,434,6810
6717,14760,6746,14789
1003,11628,1032,11657
9745,3085,9774,3114
15817,14136,15846,14165
5282,6194,5311,6223
8790,5662,8819,5691
7270,16351,7299,16380
6301,12863,6330,12892
3633,4248,3662,4277
351,1417,380,1446
9544,3906,9573,3935
14190,6116,14219,6145
926,11490,955,11519
10607,3073,10636,3102
5920,10473,5949,10502
8269,10234,8298,10263
12958,14946,12987,14975
10965,14616,10994,14645
6149,15162,6178,15191
12382,13209,12411,13238
9203,12026,9232,12055
10839,1056,10868,1085
9910,13385,9939,13414
1847,11075,1876,11104
6880,11880,6909,11909
5626,8281,5655,8310
10150,10630,10179,10659
4449,2658,4478,2687
10362,81,10391,110
3946,6090,3975,6119
2398,10254,2427,10283
15092,448,15121,477
635,14763,664,14792
905,15067,934,15096
15421,11534,15450,11563
8882,1689,8911,1718
12312,12622,12341,12651
15477,7553,15506,7582
3017,2528,3046,2557
9906,13118,9935,13147
12849,811,12878,840
3120,14296,3149,14325
3344,1576,3373,1605
8474,12182,8503,12211
48,5262,77,5291
9385,11831,9414,11860
11410,15105,11439,15134
13381,9236,13410,9265
7247,175,7276,204
8292,16155,8321,16184
10496,14097,10525,14126
16354,7931,16383,7960
10927,11652,10956,11681
7383,8099,7412,8128
2247,12891,2276,12920
4300,14857,4329,14886
3593,5256,3622,5285
14464,6148,14493,6177
12058,8243,12087,8272
11478,11859,11507,11888
15723,7728,15752,7757
9327,7774,9356,7803
3972,8309,4001,8338
1216,12900,1245,12929
11945,13821,11974,13850
1780,311,1809,340
12056,4228,12085,4257
11742,9428,11771,9457
12542,12450,12571,12479
11190,13978,11219,14007
946,9216,975,9245
13747,2120,13776,2149
11041,8313,11070,8342
4759,10082,4788,10111
7794,7537,7823,7566
5037,3085,5066,3114
8431,15697,8460,15726
15656,860,15685,889
11195,5873,11224,5902
8787,3077,8816,3106
14455,13484,14484,13513
4039,12918,4068,12947
13472,6016,13501,6045
10571,11294,10600,11323
2170,11661,2199,11690
3510,14172,3539,14201
11894,15063,11923,15092
2109,2794,2138,2823
15350,13046,15379,13075
4163,13219,4192,13248
3093,13802,3122,13831
15709,7281,15738,7310
10360,4310,10389,4339
547,9343,576,9372
10782,2517,10811,2546
482,14834,511,14863
384,7434,413,7463
7838,8117,7867,8146
2953,8134,2982,8163
7595,1792,7624,1821
2991,14293,3020,14322
3024,11197,3053,11226
3799,5142,3828,5171
14889,11138,14918,11167
1341,8175,1370,8204
5807,14187,5836,14216
7775,7596,7804,7625
12005,5437,12034,5466
14159,1345,14188,1374
1065,1675,1094,1704
6174,11943,6203,11972
1020,13190,1049,13219
5247,9356,5276,9385
6489,14403,6518,14432
7312,8148,7341,8177
13749,2621,13778,2650
12894,8107,12923,8136
2698,16258,2727,16287
10195,12935,10224,12964
7628,9635,7657,9664
6135,2925,6164,2954
14450,6263,14479,6292
9686,1994,9715,2023
5680,7544,5709,7573
11926,14550,11955,14579
13474,10532,13503,10561
3747,14320,3776,14349
10550,6966,10579,6995
7634,10367,7663,10396
4993,7002,5022,7031
6453,10929,6482,10958
15861,2704,15890,2733
5452,9116,5481,9145
5638,8380,5667,8409
10008,8987,10037,9016
1316,6196,1345,6225
12799,13865,12828,13894
3732,3996,3761,4025
14442,11629,14471,11658
9048,15605,9077,15634
10626,2287,10655,2316
8343,6180,8372,6209
5675,1714,5704,1743
3165,10368,3194,10397
11010,8644,11039,8673
15296,919,15325,948
519,4497,548,4526
11400,10476,11429,10505
12399,9335,12428,9364
2707,13539,2736,13568
7064,9976,7093,10005
4458,5097,4487,5126
4170,10888,4199,10917
44,7958,73,7987
15391,7114,15420,7143
199,12031,228,12060
12177,7414,12206,7443
9329,4155,9358,4184
5588,3991,5617,4020
4798,8145,4827,8174
4083,7706,4112,7735
13979,14914,14008,14943
16117,1718,16146,1747
9824,14928,9853,14957
10781,6134,10810,6163
12604,9692,12633,9721
8991,8172,9020,8201
720,3273,749,3302
7375,1426,7404,1455
13892,3422,13921,3451
11191,5740,11220,5769
10320,9370,10349,9399
7493,5644,7522,5673
10,7280,39,7309
11586,7541,11615,7570
7265,11142,7294,11171
4617,6414,4646,6443
3467,10775,3496,10804
1832,4968,1861,4997
1460,16277,1489,16306
16169,5996,16198,6025
15105,8636,15134,8665
11170,15444,11199,15473
8709,11835,8738,11864
14565,215,14594,244
10658,286,10687,315
5566,4648,5595,4677
15078,1016,15107,1045
8875,1786,8904,1815
13691,14890,13720,14919
109,3785,138,3814
13321,10783,13350,10812
15359,10227,15388,10256
2137,7804,2166,7833
6369,3232,6398,3261
8818,2094,8847,2123
3128,15884,3157,15913
10712,1920,10741,1949
15928,1410,15957,1439
9002,7788,9031,7817
3375,3446,3404,3475
9007,2486,9036,2515
10232,12090,10261,12119
9735,5890,9764,5919
4136,1088,4165,1117
4027,3515,4056,3544
5788,10157,5817,10186
6106,14243,6135,14272
6296,11095,6325,11124
